Country	Occupation Class	Sex	Age Class	Education	Marital Status	Income (Globa)	Social Responsibility	Need help making financial decisions	Do not like to be in debt at anytime	Feel satistifed when I get a really good deal	Like to buy products with prestigious brand names	Always try to buy things on sale	Once find brand that satistifies, don't experiment	Confident will have enough money to retire	Have life insurance
France	White Collar	Female	30-39	College	Living together	Medium low	4	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	No
France	Blue Collar	Male	40-49	Some high school	Married	High	4	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Strongly	Disagree Slightly	No
France		Male	20-29	College	Single	Low	6	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	No
France		Male	50-59	Primary or less	Married	Medium high	3	Agree Slightly	Agree Strongly	Agree Strongly	Disagree Strongly	Disagree Slightly	Disagree Slightly	Neither Agree nor Disagree	No
France	White Collar	Male	50-59	College	Widowed	Medium low	1	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	No
France	White Collar	Male	30-39	Some high school	Living together	Medium high	5	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Yes
France	White Collar	Female	30-39	Some high school	Separated, divorced	Low	5	Disagree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Disagree Slightly	Neither Agree nor Disagree	Disagree Strongly	No
France	Blue Collar	Male	40-49	Some high school	Married	Low	5	Disagree Strongly	Agree Strongly	Agree Strongly	Disagree Strongly	Disagree Slightly	Agree Strongly	Disagree Slightly	No
France		Male	20-29	Some high school	Single	Low	2	Disagree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Strongly	Disagree Strongly	No
France	White Collar	Female	20-29	Some high school	Single	Medium low	6	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Strongly	No
France	Blue Collar	Male	30-39	Some high school	Living together	Medium high	5	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	Disagree Slightly	Disagree Slightly	Disagree Slightly	Neither Agree nor Disagree	No
France	Blue Collar	Male	40-49	Some high school	Married	Medium high	6	Disagree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Agree Slightly	Yes
France	White Collar	Male	30-39	Some high school	Single	Low	5	Disagree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Strongly	No
France	White Collar	Female	40-49	Some high school	Widowed	Low	5	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Disagree Strongly	No
France		Female	20-29	College	Single	Medium high	5	Disagree Strongly	Disagree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	No
France		Male	60+	Primary or less	Married	Medium high	4	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
France	White Collar	Female	50-59	Some high school	Married	Medium high	5	Disagree Strongly	Agree Strongly	Agree Strongly	Disagree Strongly	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Yes
France		Female	30-39	Some high school	Married	Low	4	Neither Agree nor Disagree	Agree Strongly	Disagree Slightly	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
France		Female	20-29	Some high school	Living together	Medium high	5	Disagree Slightly	Agree Strongly	Agree Slightly	Disagree Slightly	Agree Strongly	Disagree Slightly	Disagree Slightly	No
France		Female	50-59	College	Single	Medium high	4	Disagree Strongly	Agree Strongly	Agree Slightly	Disagree Strongly	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	No
France		Female	60+	Some high school	Separated, divorced	Low	3	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	No
France		Female	20-29	Some high school	Living together	Medium low	6	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	No
France		Female	20-29	College	Married	Medium low	1	Disagree Strongly	Agree Strongly	Agree Strongly	Disagree Strongly	Neither Agree nor Disagree	Agree Slightly	Disagree Strongly	No
France	White Collar	Female	13-19	Some high school	Single	Low	6	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Yes
France	Blue Collar	Male	50-59	Primary or less	Married	Medium low	4	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Slightly	Disagree Slightly	Agree Slightly	Disagree Slightly	No
France	White Collar	Female	30-39	Some high school	Living together	Medium high	6	Disagree Strongly	Agree Strongly	Agree Slightly	Disagree Strongly	Agree Strongly	Disagree Slightly	Agree Slightly	Yes
France		Female	50-59	Primary or less	Separated, divorced	Low	7	Disagree Strongly	Agree Strongly	Agree Strongly	Disagree Slightly	Disagree Strongly	Agree Strongly	Disagree Strongly	No
France	White Collar	Male	30-39	Primary or less	Single	Medium low	4	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	No
France		Male	60+	Some high school	Married	Low	7	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Yes
France		Female	50-59	Some high school	Married	Medium low	6	Disagree Slightly	Agree Strongly	Agree Slightly	Disagree Strongly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Yes
France	Blue Collar	Male	20-29	Some high school	Living together	Medium low	3	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	Disagree Slightly	No
France	White Collar	Female	30-39	College	Separated, divorced	Medium high	3	Disagree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Disagree Strongly	Yes
France	White Collar	Male	30-39	Some high school	Living together	Medium low	7	Disagree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Disagree Slightly	Agree Slightly	No
France	Executives/Professionals	Female	20-29	College	Living together	High	5	Disagree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Yes
France	Blue Collar	Male	50-59	Primary or less	Single	Low	3	Neither Agree nor Disagree	Agree Slightly	Disagree Strongly	Disagree Strongly	Disagree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	No
France	Executives/Professionals	Male	20-29	College	Living together	High	7	Agree Slightly	Agree Strongly	Agree Strongly	Disagree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	No
France	Executives/Professionals	Female	40-49	Primary or less	Married	Medium high	4	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Yes
France	White Collar	Male	40-49	College	Single	Medium high	4	Disagree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Disagree Slightly	Yes
France	White Collar	Female	40-49	Some high school	Living together	Medium high	4	Agree Slightly	Agree Strongly	Agree Strongly	Disagree Strongly	Neither Agree nor Disagree	Disagree Slightly	Disagree Strongly	Yes
France	White Collar	Female	13-19	College	Single	High	4	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	No
France		Female	60+	Some high school	Living together	High	5	Agree Slightly	Agree Strongly	Agree Slightly	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Yes
France	Executives/Professionals	Male	40-49	College	Married	High	5	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Yes
France	White Collar	Female	30-39	Some high school	Single	Medium low	5	Disagree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Yes
France		Female	20-29	Some high school	Living together	Medium low	5	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Yes
France		Female	30-39	Primary or less	Separated, divorced	Medium high	6	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Yes
France	Blue Collar	Female	40-49	Primary or less	Married	Medium high	6	Agree Slightly	Agree Strongly	Agree Slightly	Disagree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	No
France	White Collar	Female	20-29	Post-graduate	Living together	Medium high	5	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	No
France		Male	60+	College	Married	Medium high	4	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
France	White Collar	Male	20-29	Some high school	Living together	Medium high	2	Disagree Slightly	Agree Strongly	Agree Slightly	Disagree Slightly	Disagree Slightly	Disagree Slightly	Disagree Slightly	No
France	White Collar	Female	30-39	College	Single	Low	5	Disagree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Disagree Strongly	Yes
France	Executives/Professionals	Female	30-39	College	Single	Medium high	7	Disagree Strongly	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
France		Male	40-49	Primary or less	Separated, divorced	Low	3	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Strongly	No
France	White Collar	Male	50-59	Some high school	Married	Medium high	7	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	No
France	White Collar	Male	20-29	Some high school	Single	Low	6	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Disagree Slightly	No
France		Female	60+	Some high school	Widowed	Medium low	6	Disagree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Disagree Slightly	Disagree Slightly	No
France	White Collar	Male	30-39	College	Married	High	5	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Disagree Slightly	No
France	Blue Collar	Male	30-39	Some high school	Living together	Medium low	6	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	Disagree Slightly	Disagree Slightly	Yes
France	White Collar	Female	40-49	Some high school	Single	Low	5	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Disagree Strongly	No
France		Male	13-19	Some high school	Single	Medium high	5	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	No
France		Female	30-39	Some high school	Living together	Medium high	6	Disagree Strongly	Agree Strongly	Agree Strongly	Disagree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	No
France	White Collar	Female	30-39	Primary or less	Living together	Low	5	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Yes
France	Executives/Professionals	Male	40-49	Primary or less	Married	Medium high	4	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Yes
France		Male	20-29	Some high school	Single	High	5	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	No
France	Executives/Professionals	Male	40-49	College	Living together	Medium high	4	Disagree Strongly	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	No
France	Blue Collar	Male	40-49	Some high school	Separated, divorced	Low	4	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	No
France	White Collar	Male	20-29	College	Living together	Low	7	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Disagree Slightly	Disagree Slightly	Agree Slightly	Disagree Strongly	No
France	White Collar	Female	50-59	Primary or less	Married	Medium high	5	Agree Slightly	Agree Strongly	Agree Strongly	Disagree Slightly	Agree Slightly	Disagree Strongly	Disagree Slightly	Yes
France	Blue Collar	Male	20-29	Primary or less	Living together	High	6	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Disagree Slightly	Agree Slightly	Agree Slightly	No
France		Male	13-19	Some high school	Single	Medium high	4	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Disagree Slightly	No
France	Blue Collar	Female	30-39	Primary or less	Single	Low	5	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	No
France		Male	60+	Primary or less	Single	Low	6	Disagree Slightly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	Disagree Slightly	Agree Slightly	Agree Slightly	No
France		Female	50-59	Some high school	Married	Medium low	5	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Yes
France		Female	30-39	Primary or less	Single	Low	4	Agree Strongly	Agree Strongly	Agree Strongly	Disagree Strongly	Agree Slightly	Agree Strongly	Disagree Strongly	No
France	Blue Collar	Male	20-29	Some high school	Married	Medium high	6	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Disagree Strongly	No
France		Female	13-19	College	Single	Low	4	Disagree Strongly	Agree Strongly	Agree Strongly	Disagree Strongly	Disagree Strongly	Disagree Strongly	Neither Agree nor Disagree	No
France	Blue Collar	Male	13-19	Some high school	Single	High	6	Disagree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Yes
France	Executives/Professionals	Female	60+	Some high school	Married	Medium high	5	Disagree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Yes
France		Female	50-59	College	Married	Medium high	6	Disagree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Yes
France		Male	13-19	Some high school	Single	Medium high	2	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	No
France	Blue Collar	Male	20-29	Some high school	Single	High	3	Agree Strongly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Disagree Slightly	Agree Strongly	Yes
France		Female	13-19	College	Single	Medium low	3	Disagree Strongly	Agree Strongly	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
France		Male	20-29	College	Single	Medium low	3	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Disagree Slightly	No
France	Blue Collar	Male	40-49	Some high school	Married	Medium high	5	Disagree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Slightly	Yes
France		Male	20-29	Post-graduate	Single	Low	6	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	No
France	Executives/Professionals	Male	50-59	College	Married	High	6	Disagree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Yes
France		Female	20-29	College	Living together	Medium low	7	Neither Agree nor Disagree	Agree Strongly	Disagree Strongly	Disagree Strongly	Agree Strongly	Agree Slightly	Disagree Slightly	No
France		Female	60+	Primary or less	Widowed	Low	6	Disagree Slightly	Agree Strongly	Agree Slightly	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	No
France	White Collar	Male	40-49	Primary or less	Single	Low	3	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	No
France		Male	60+	Some high school	Living together	High	5	Disagree Strongly	Agree Strongly	Disagree Strongly	Disagree Strongly	Disagree Strongly	Disagree Strongly	Agree Strongly	No
France		Female	40-49	Primary or less	Single	Low	3	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	No
France	White Collar	Male	40-49	Some high school	Married	Medium low	5	Agree Slightly	Agree Strongly	Agree Strongly	Disagree Slightly	Disagree Slightly	Agree Slightly	Disagree Slightly	Yes
France	White Collar	Male	40-49	Primary or less	Married	Medium low	4	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	No
France		Female	40-49	Some high school	Married	Medium high	5	Disagree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Yes
France	White Collar	Female	40-49	Some high school	Living together	High	7	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Yes
France	Blue Collar	Male	13-19	Primary or less	Single	Medium high	6	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	No
France		Male	13-19	Some high school	Single	Low	3	Disagree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Disagree Slightly	Disagree Slightly	Neither Agree nor Disagree	No
France		Male	60+	Primary or less	Married	Medium low	4	Disagree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	No
France	White Collar	Male	50-59	Some high school	Living together	High	6	Disagree Strongly	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Yes
France	White Collar	Male	50-59	College	Married	Medium low	5	Disagree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Yes
France	White Collar	Female	40-49	Some high school	Married	High	4	Disagree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
France	White Collar	Female	40-49	Some high school	Living together	Medium low	6	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	No
France	White Collar	Female	40-49	Some high school	Married	High	5	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	Neither Agree nor Disagree	Disagree Strongly	Neither Agree nor Disagree	Yes
France	White Collar	Male	40-49	College	Single	Medium high	4	Disagree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Yes
France		Male	60+	Some high school	Married	Medium low	5	Disagree Slightly	Agree Strongly	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Yes
France	Blue Collar	Male	50-59	Some high school	Widowed	Medium low	6	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Disagree Strongly	Disagree Slightly	Agree Slightly	Agree Strongly	Yes
France		Male	13-19	Some high school	Single	Medium high	4	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Disagree Slightly	Disagree Slightly	Neither Agree nor Disagree	No
France	Blue Collar	Male	40-49	Primary or less	Single	Medium low	3	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Slightly	Disagree Slightly	Agree Slightly	Disagree Slightly	No
France	Executives/Professionals	Male	40-49	Some high school	Married	Medium high	5	Disagree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Disagree Strongly	Yes
France		Male	13-19	Some high school	Single	Low	6	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Disagree Slightly	Agree Strongly	Agree Strongly	No
France		Male	20-29	College	Single	Low	1	Disagree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	No
France	Executives/Professionals	Male	30-39	Some high school	Married	Medium high	5	Disagree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	No
France	White Collar	Female	40-49	Some high school	Married	Medium high	6	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	No
France		Male	60+	College	Married	Medium low	4	Disagree Strongly	Disagree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Yes
France		Male	13-19	Primary or less	Single	Low	7	Disagree Strongly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	No
France	White Collar	Female	40-49	College	Married	Medium high	3	Agree Strongly	Disagree Slightly	Disagree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Disagree Slightly	Yes
France	White Collar	Female	40-49	College	Married	Medium high	5	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Disagree Slightly	Disagree Slightly	Yes
France	White Collar	Male	40-49	Some high school	Married	Medium high	6	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	No
France	White Collar	Male	50-59	Some high school	Married	Medium high	5	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Disagree Strongly	Agree Slightly	Agree Slightly	Yes
France	White Collar	Male	40-49	College	Married	Medium high	6	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Agree Slightly	Yes
France		Male	60+	College	Married	Medium high	5	Agree Slightly	Agree Strongly	Agree Slightly	Disagree Strongly	Disagree Slightly	Disagree Slightly	Agree Strongly	No
France	Executives/Professionals	Female	30-39	College	Married	High	7	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Strongly	Neither Agree nor Disagree	Agree Slightly	Yes
France		Male	13-19	Some high school	Single	Medium high	4	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Agree Strongly	No
France		Female	40-49	Some high school	Married	Medium low	5	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	No
France	White Collar	Male	40-49	Some high school	Living together	Medium low	6	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	Agree Strongly	No
France	Executives/Professionals	Female	40-49	College	Living together	Medium high	6	Agree Slightly	Agree Strongly	Agree Strongly	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Strongly	Yes
France	White Collar	Female	40-49	College	Separated, divorced	Low	4	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	No
France		Male	13-19	College	Single	Medium low	5	Disagree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	No
France		Male	30-39	Some high school	Single	Low	3	Disagree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	No
France		Male	30-39	College	Living together	Medium low	4	Disagree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	No
France	White Collar	Male	30-39	College	Single	Low	4	Disagree Strongly	Disagree Slightly	Disagree Slightly	Neither Agree nor Disagree	Disagree Strongly	Disagree Strongly	Disagree Strongly	No
France	White Collar	Female	20-29	College	Single	Low	6	Disagree Slightly	Disagree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	No
France	White Collar	Female	20-29	Post-graduate	Living together	Medium low	7	Disagree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	No
France	Executives/Professionals	Male	40-49	College	Married	High	6	Disagree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Yes
France		Female	13-19	Primary or less	Single	Medium low	6	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	No
France		Female	60+	College	Living together	Medium high	6	Disagree Slightly	Agree Slightly	Agree Strongly	Agree Strongly	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Yes
France		Male	60+	Some high school	Married	Medium high	6	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Yes
France		Male	13-19	Some high school	Single	Medium high	6	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Disagree Slightly	No
France		Male	13-19	Primary or less	Single	Low	6	Disagree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	No
U.K.	Blue Collar	Female	40-49	Some high school	Single	Low	6	Disagree Slightly	Disagree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Yes
U.K.		Female	20-29	Some high school	Single	High	2	Disagree Strongly	Disagree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	No
U.K.		Female	30-39	Some high school	Married	Medium low	4	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Yes
U.K.		Female	50-59	Some high school	Married	Low	5	Disagree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Slightly	Yes
U.K.		Male	13-19	Some high school	Single	Medium high	7	Disagree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	No
U.K.		Male	20-29	Some high school	Single	High	3	Neither Agree nor Disagree	Disagree Strongly	Agree Slightly	Agree Strongly	Disagree Strongly	Agree Strongly	Disagree Strongly	No
